0.	1.
1.	69.43213118565568
2.	192.11732554010624
3.	190.4690575702602
4.	189.23572139716268
5.	187.6716245914122
6.	186.89656122926215
7.	185.7596804946611
8.	184.99552357731756
9.	184.83732155008883
10.	184.35086893688776
11.	183.6998886130401
12.	183.09097941121414
13.	182.5913752943469
14.	181.9701680154435
15.	181.34651206667291
16.	180.98568915608823
17.	180.66603552097394
18.	180.24348419807865
19.	179.97694971056606
20.	180.2603982695762
21.	179.7005503800782
22.	179.44442799086747
23.	179.08894974531543
24.	178.8466594012253
25.	178.89184752022442
26.	178.4004081844409
27.	178.1075454636873
28.	177.70884932403482
29.	177.74504767771361
30.	177.34780283470866
31.	177.43611797696818
32.	177.67402695314917
33.	177.39802061622476
34.	177.2450877249177
35.	177.55866632271912
36.	177.15007767288768
37.	177.01301509535614
38.	176.769875732489
39.	176.57524978515866
40.	176.64919806091467
41.	176.80248106656705
42.	176.9225322234254
43.	176.79804032771332
44.	177.50232278841122
45.	177.40511800225872
46.	177.35073966347684
47.	177.31642675214965
48.	177.2657546953217
49.	177.33592900094268
50.	177.3326433834368
51.	177.33825300100364
52.	177.2623611599896
53.	177.44580227054533
54.	177.57349671283842
55.	177.69540370132538
56.	177.64039328049307
57.	177.64773851685024
58.	177.8082319295256
59.	177.75397313427413
60.	177.736402078153
61.	177.82428483004819
62.	177.559034988674
63.	177.70522394862203
64.	177.4822285623963
65.	177.5632624925538
66.	177.5091036089546
67.	177.58143425987777
68.	177.4672621459359
69.	177.42622899648677
70.	177.63477484527672
71.	177.47751548883042
72.	177.6074633665116
73.	177.4396191198034
74.	177.4418200684242
75.	177.13846894508262
76.	177.05635810727875
77.	176.9792646591627
78.	176.77138922650695
79.	176.7053301020649
80.	176.46159594334068
81.	176.4361169523569
82.	175.91290475879163
83.	175.77878111518538
84.	175.78438615940496
85.	175.35130596367478
86.	175.0418869420446
87.	174.64322394134456
88.	174.50352081437114
89.	173.96803610675803
90.	173.69508660880456
91.	173.3877199736168
92.	172.8622607655644
93.	172.47609713306088
94.	172.1626218282402
95.	171.74182482175945
96.	171.07320076182907
97.	170.53038285994336
98.	169.91244932996022
99.	169.44154781590456
100.	168.92791253872488
101.	168.08744179516145
102.	167.46236722046686
103.	166.81600432747499
104.	165.9929185081896
105.	165.20286938653712
106.	164.2163426587204
107.	163.43556318660234
108.	162.66704319484907
109.	161.772528134624
110.	160.62941464688754
111.	159.66275655896797
112.	158.70230968385488
113.	157.49326485868048
114.	156.5537075366455
115.	155.44016191659367
116.	154.15514662685408
117.	152.86986575850494
118.	151.56849459831176
119.	150.2788680081691
120.	148.89888633801255
121.	147.67532749695002
