2.103297659477494E+08	4150
2.103297669015117E+08	4335
2.103297682220732E+08	7940
2.103298575804369E+08	4105
2.103298690987165E+08	5850
2.103298700524378E+08	11325
2.103298745276872E+08	6860
2.103298806169578E+08	4925
2.103298855324275E+08	4060
2.103298868529890E+08	5490
2.103298894207547E+08	4500
2.103298900810546E+08	4145
2.103298927221801E+08	3750
2.103298953632852E+08	2440
2.103299003521147E+08	5660
2.103299160522019E+08	4750
2.103299279372833E+08	10010
2.103299310186088E+08	3900
2.103299338064744E+08	5725
2.103299437107328E+08	5895
2.103299511939453E+08	6495
2.103299611715636E+08	3695
2.103299634458490E+08	4285
2.103299708557015E+08	11225
2.103299746706689E+08	4865
2.103299877296126E+08	5750
2.103299885366348E+08	4235
2.103299913978398E+08	4530
2.103299929385218E+08	5280
2.103299951394652E+08	4640
2.103300021824982E+08	5110
2.103300062175656E+08	3725
2.103300114264568E+08	6450
2.103300158283437E+08	5060
2.103300395985477E+08	8500
2.103300524373916E+08	4360
2.103300539780530E+08	5475
2.103300550785350E+08	6215
2.103300560322564E+08	5545
2.103300586734024E+08	3860
2.103300609477262E+08	5010
2.103300718790659E+08	8355
2.103300746669316E+08	5475
2.103300833973278E+08	2440
2.103301011516185E+08	3595
2.103301032792047E+08	4400
2.103301046731465E+08	6580
2.103301163381486E+08	6715
2.103301310844736E+08	5300
2.103301317447557E+08	4095
2.103301323316779E+08	2890
2.103301383475887E+08	9865
2.103301442167979E+08	3380
2.103301552215180E+08	3430
2.103301601369469E+08	6375
2.103301661528782E+08	8920
2.103301698211055E+08	3195
2.103301722421489E+08	175
2.103301825865896E+08	6725
2.103301835403314E+08	4575
2.103301896296022E+08	8720
2.103301904366243E+08	5085
2.103301910235440E+08	8460
2.103301928576678E+08	6575
2.103301928576678E+08	5930
2.103301994605009E+08	6665
2.103302131063645E+08	3580
2.103302166278721E+08	5715
2.103302309339973E+08	3100
2.103302310073571E+08	3855
2.103302345288852E+08	5845
2.103302497153924E+08	7485
2.103302571252656E+08	6625
2.103302762001001E+08	6755
2.103302789879658E+08	6430
2.103302799417076E+08	2230
2.103302841234947E+08	6395
2.103302870581006E+08	2025
2.103302993833848E+08	5500
2.103303058394957E+08	3430
2.103303106082050E+08	6270
2.103303127357887E+08	165
2.103303197788014E+08	7225
2.103303203657236E+08	5050
2.103303252811730E+08	7180
2.103303254278927E+08	7280
2.103303309302617E+08	4340
2.103303365793530E+08	5795
2.103303411279802E+08	2835
2.103303439158255E+08	10570
2.103303458966895E+08	4460
2.103303478041732E+08	4160
2.103303560210277E+08	4515
2.103303587355132E+08	4250
2.103303654117266E+08	3355
2.103303715743777E+08	5400
2.103303728215794E+08	5000
2.103303734818615E+08	3835
2.103303852935834E+08	3240
2.103303909426927E+08	2410
2.103303990128275E+08	5565
2.103303990861873E+08	3620
2.103304027544351E+08	9230
2.103304053222009E+08	8135
2.103304145661776E+08	5735
2.103304189680647E+08	3375
2.103304260110773E+08	7195
2.103304268914594E+08	2055
2.103304286522030E+08	10700
2.103304293125055E+08	5400
2.103304307797867E+08	2455
2.103304331274704E+08	8065
2.103304343012943E+08	5295
2.103304360620763E+08	9560
2.103304402438634E+08	4015
2.103304435452710E+08	3640
2.103304462597744E+08	3985
2.103304496345419E+08	4470
2.103304497812820E+08	3205
2.103304530827076E+08	4195
2.103304631336860E+08	7950
2.103304717173833E+08	3450
2.103304749454286E+08	7710
2.103304913791402E+08	3000
2.103304990090726E+08	5120
2.103305050250041E+08	6865
2.103305055385665E+08	7585
2.103305069324878E+08	5165
2.103305256405235E+08	2490
2.103305331970960E+08	3740
2.103305332704558E+08	390
2.103305362784037E+08	3095
2.103305483836061E+08	4605
2.103305486037061E+08	6660
2.103305597551666E+08	6230
2.103305601953461E+08	6870
2.103305612958102E+08	5815
2.103305661378973E+08	3725
2.103305662846195E+08	3965
2.103305670182793E+08	2580
2.103305728140904E+08	3435
2.103305784631818E+08	8220
2.103305799304835E+08	3875
2.103305805907655E+08	6880
2.103305933562500E+08	4450
2.103306027469465E+08	4510
2.103306045076901E+08	5005
2.103306104502618E+08	4395
2.103306157325105E+08	3710
2.103306160259703E+08	3510
2.103306315793206E+08	6340
2.103306393559958E+08	3150
2.103306449317248E+08	9035
2.103306467658487E+08	7205
2.103306620990965E+08	5655
2.103306698024118E+08	6190
2.103306722234554E+08	4695
2.103306861627613E+08	6345
2.103306872632434E+08	4400
2.103307016427519E+08	4985
2.103307083923049E+08	10990
2.103307173428015E+08	8355
2.103307371513168E+08	3195
2.103307374447792E+08	7145
2.103307387653407E+08	5315
2.103307449279920E+08	4945
2.103307478625775E+08	5330
2.103307523378271E+08	3560
2.103307593074801E+08	3900
2.103307621687236E+08	6780
2.103307664972331E+08	3855
2.103307684780972E+08	3055
2.103307727332442E+08	3470
2.103307753743903E+08	4980
2.103307816104015E+08	3700
2.103307824907835E+08	8930
2.103307957698075E+08	2700
2.103308014922793E+08	3935
2.103308042067827E+08	9875
2.103308087553922E+08	6520
2.103308178526289E+08	8620
2.103308193199128E+08	5015
2.103308210073144E+08	7435
2.103308262895863E+08	2495
2.103308293709119E+08	2500
2.103308378078667E+08	5135
2.103308385415086E+08	4515
2.103308425032163E+08	5960
2.103308465382838E+08	2790
2.103308570294625E+08	6745
2.103308579831839E+08	380
2.103308618715318E+08	7165
2.103308652462968E+08	7715
2.103308722893327E+08	5315
2.103308733898148E+08	6155
